notice_dispatch_year,notice_dispatch_month,notice_dispatch_day,doc_number,doc_type,contract_type,proc_type,regulation_type,bid_type,award_criteria_type,framework,eu_project,GPA,country,NUTS,cpv,contract_number,contract_id,title_contract,short_contract_description,additional_info,contract_value,contract_currency,authority_name,authority_address,authority_town,authority_postal_code,authority_country,authority_contact_person,authority_www,authority_type,auth_type,contract_title,lot,nr_bids,contract_award_day,contract_award_month,contract_award_year,company_name,company_address,company_town,company_postal_code,company_country,initial_value,initial_value_vat_percent,total_value,total_value_vat_percent,url
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,1,FI030955,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Oy Verman Ab,PL 146,Kerava,04201,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,2,FI030956,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Bayer Oy,PL 73,Espoo,02151,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,3,FI030957,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Fresenius Kabi Ab,Valimotie 13,Helsinki,00380,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,4,FI030958,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,B.Braun Medical Oy,Huopalahdentie 24,Helsinki,00350,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,5,FI030959,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Sabora Pharma Oy,PL 20,Karkkila,03601,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,6,FI030960,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Oy Leiras Finland Oy,PL 1406,Helsinki,00101,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,7,FI030961,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Sanofi-aventis Oy,PL 22,Helsinki,00351,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,8,FI030962,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Orion Oyj,PL 400,Espoo,02601,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,9,FI030963,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,ratiopharm,PL 67,Espoo,02150,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,10,FI030964,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,AstraZeneca Oy,Luomanportti 3,Espoo,02200,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,11,FI030965,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Oriola Oy,PL 8,Espoo,02101,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,12,FI030966,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Boehringer Ingelheim,Tammasaarenkatu 5,Helsinki,00180,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,13,FI030967,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Janssen-Cilag Oy,Vaisalantie 2,Espoo,02130,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,14,FI030968,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Novo Nordisk Farma Oy,Hevosenkenkä 3,Espoo,02600,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,15,FI030969,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Oy Stada Pharma Ab,PL 1310,Helsinki,00101,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,16,FI030970,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,,,,UCB Pharma Oy Finland,Itsehallintokuja 6,Espoo,02600,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,17,FI030971,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Oy Eli Lilly Ab,PL 16,Vantaa,01641,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,18,FI030972,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Nordisc Drugs Ab,PL 16,Espoo,02241,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,19,FI030973,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Santen Oy,PL 33,Tampere,33721,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,20,FI030974,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Ferring Lääkkeet Oy,PL 23,Espoo,02241,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,21,FI030975,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Oy H. Lundbeck Ab,Itäinen Pitkäkatu 4,Turku,20520,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,22,FI030976,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,35,04,01,2011,Smith & Nephew Oy,Äyritie 12 C,Vantaa,01510,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019162,7,2,1,5,9,1,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,FI,FI195,33600000,23,FI030977,Humaanilääkkeet ja niihin rinnastettavat valmisteet.,Hankinta koskee Vanhan Vaasan sairaalan (Valtion mielisairaala) lääke- ja niihin rinnastettavien valmisteiden hankintaa.,,800000.0,EUR,Vanhan Vaasan sairaala,PL 13,Vaasa,65381,FI,Vastaava farmaseutti Anna-Lena Åkerholm,http://www.vvs.fi,REGIONAL_AGENCY,R,Lääketarjous 2010.,,,04,01,2011,Novartis Finland Oy,Metsänneidonkuja 10,Espoo,02130,FI,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019162-2011:TEXT:FI:HTML
2011,01,18,2011/S 13-019205,7,2,1,4,9,2,,,,ES,ES,39000000,,ES030978,"Suministro de mobiliario, electrodomésticos y complementos para la promoción de 51 viviendas protegidas en residencia colectiva Blanco White.","Contrato de suministro de mobiliario, electrodomesticos y complementos para residencia de estudiantes.",,381034.48,EUR,Sevilla Activa S.A.U.,"avda de la Constitución, nº 24, 6 planta",Sevilla,41001,ES,Lourdes Gomez Beato,http://www.sevillaactiva.es,,8,,,,,,,Roblan Sistemas y Mobiliario de Oficinas S.L.,,Bormujos,41930,ES,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019205-2011:TEXT:ES:HTML
2011,01,19,2011/S 13-019321,7,2,1,5,9,2,,NO,YES,ES,ES412,09300000,1,ES030979,Suministro eléctrico en el Centro de Referencia Estatal para la Atención a Personas con Enfermedades Raras y sus Familias de Burgos.,Suministro eléctrico en el Centro de Referencia Estatal para la Atención a Personas con Enfermedades Raras y sus Familias de Burgos.,,206202.0,EUR,Instituto de Mayores y Servicios Sociales,"C/ Ginzo de Limia, 58 C/V avenida de la Ilustración, s/n",Madrid,28029,ES,Subdirección General de Análisis Presupuestario y de Gestión Financiera,,MINISTRY,1,Suministro eléctrico en el Centro de Referencia Esttal para la Atención a Personas con Enfermedades Raras y sus Familias de Burgos.,,1,24,11,2010,"Iberdrola Generación, S.A.",,,,ES,220000.00,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019321-2011:TEXT:ES:HTML
2011,01,18,2011/S 13-019157,7,2,1,5,9,2,,NO,YES,FR,FR524,35300000,201025138003702945,FR030980,Fabrication de housses de raid étanches pour armes d'épaule destinées à équiper les commandos de la marine.,Fabrication de housses de raid étanches pour armes d'épaule destinées à équiper les commandos de la marine.,"Annonce no247, BOAMP 212 B du 30.10.2010. Référence de la publication rectificative au BOAMP: parution no212 B, annonce no247 du 30.10.2010.Date d'envoi du présent avis au JOUE et au BOAMP: 18.1.2011.",110114.0,EUR,Mindef/SCA/PFAF Ouest,BCRM Brest/plate forme achats finances Ouest/CC20,Brest Cedex 9,29240,FR,Isabelle Sylvestre,,,8,Fabrication de housses de raid étanches pour armes d'épaule destinées à équuiper les commandos de la marine.,1,5,23,12,2010,Nautiraid Squale,parc départemental d'activités Pégase,Vaiges,53480,FR,,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019157-2011:TEXT:FR:HTML
2011,01,17,2011/S 13-019392,7,4,1,5,9,2,CONCLUSION_FRAMEWORK_AGREEMENT,NO,YES,SE,SE121,71631000,1,SE030981,Lekplatsbesiktningar med tillhörande tjänster.,Detta är en ramavtalsupphandling gällande lekplatsbesiktningar med tillhörande tjänster.,Tidigare publicering: 10106-119421-2010 (4.11.2010).ID: 10106-122652-2011.,,,Uppsalahem AB,Box 136,Uppsala,751 04,SE,Annelie Aalto,,REGIONAL_AUTHORITY,3,Lekplatsbesiktning med ev. följdarbeten.,,3,14,01,2011,Uppsala kommun Teknik och Service,Sågargatan 17A,Uppsala,753 75,SE,1000000.00,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019392-2011:TEXT:SV:HTML
2011,01,18,2011/S 13-019405,7,4,1,4,9,1,,NO,NO,PL,PL432,77200000;77210000;77211000;77211100;77211200;77211400;77211500;77211600;77230000;77231000;77231200;77231600;77231700;75251110;75251120;45340000;45342000;45000000,19/2011,PL030982,Usługi z zakresu gospodarki leśnej w Nadleśnictwie Lubsko w Lubsku w 2011.,"Przedmiotem zamówienia są usługi z zakresu gospodarki leśnej i inne, do wykonania w Nadleśnictwie Lubsko w Lubsku w 2011 r., polegające na: pozyskaniu drewna i innych pracach towarzyszących, zrywce drewna, hodowli i ochronie lasu, prace na szkółce leśnej, nasiennictwo, ochronie przeciwpożarowej lasów i zagospodarowania turystycznego.","Zamawiający informuje, iż przewiduje możliwość udzielenia zamówień uzupełniających, stanowiących nie więcej niż 50 % wartości zamówienia podstawowego i polegających na powtórzeniu tego samego rodzaju zamówień w okresie 3 lat od udzielenia zamówienia podstawowego.",5112017.17,PLN,"Lasy Państwowe, Nadleśnictwo Lubsko",ul. Emilii Plater 15,Lubsko,68-300,PL,Aneta Gawron,,,8,Szkółka Marianka.,19,1,14,01,2011,"ZPUH""Szóstak"", Andrzej Szóstak",,"Zabłocie 99, Jasień",68-320,PL,277120.00,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019405-2011:TEXT:PL:HTML
2011,01,18,2011/S 13-019405,7,4,1,4,9,1,,NO,NO,PL,PL432,77200000;77210000;77211000;77211100;77211200;77211400;77211500;77211600;77230000;77231000;77231200;77231600;77231700;75251110;75251120;45340000;45342000;45000000,5/2011,PL030983,Usługi z zakresu gospodarki leśnej w Nadleśnictwie Lubsko w Lubsku w 2011.,"Przedmiotem zamówienia są usługi z zakresu gospodarki leśnej i inne, do wykonania w Nadleśnictwie Lubsko w Lubsku w 2011 r., polegające na: pozyskaniu drewna i innych pracach towarzyszących, zrywce drewna, hodowli i ochronie lasu, prace na szkółce leśnej, nasiennictwo, ochronie przeciwpożarowej lasów i zagospodarowania turystycznego.","Zamawiający informuje, iż przewiduje możliwość udzielenia zamówień uzupełniających, stanowiących nie więcej niż 50 % wartości zamówienia podstawowego i polegających na powtórzeniu tego samego rodzaju zamówień w okresie 3 lat od udzielenia zamówienia podstawowego.",5112017.17,PLN,"Lasy Państwowe, Nadleśnictwo Lubsko",ul. Emilii Plater 15,Lubsko,68-300,PL,Aneta Gawron,,,8,Leśnictwo Biecz.,5,1,14,01,2011,"Zakład Usług Wielobranżowych s.c. A. Demczak, W. Cwudziński",,"Nabłoto 13, Brody",68-343,PL,347210.00,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019405-2011:TEXT:PL:HTML
2011,01,18,2011/S 13-019405,7,4,1,4,9,1,,NO,NO,PL,PL432,77200000;77210000;77211000;77211100;77211200;77211400;77211500;77211600;77230000;77231000;77231200;77231600;77231700;75251110;75251120;45340000;45342000;45000000,6/2011,PL030984,Usługi z zakresu gospodarki leśnej w Nadleśnictwie Lubsko w Lubsku w 2011.,"Przedmiotem zamówienia są usługi z zakresu gospodarki leśnej i inne, do wykonania w Nadleśnictwie Lubsko w Lubsku w 2011 r., polegające na: pozyskaniu drewna i innych pracach towarzyszących, zrywce drewna, hodowli i ochronie lasu, prace na szkółce leśnej, nasiennictwo, ochronie przeciwpożarowej lasów i zagospodarowania turystycznego.","Zamawiający informuje, iż przewiduje możliwość udzielenia zamówień uzupełniających, stanowiących nie więcej niż 50 % wartości zamówienia podstawowego i polegających na powtórzeniu tego samego rodzaju zamówień w okresie 3 lat od udzielenia zamówienia podstawowego.",5112017.17,PLN,"Lasy Państwowe, Nadleśnictwo Lubsko",ul. Emilii Plater 15,Lubsko,68-300,PL,Aneta Gawron,,,8,Leśnictwo Jeziory Dolne.,6,1,14,01,2011,"Zakład Usług Wielobranżowych s.c. A. Demczak, W. Cwudziński",,"Nabłoto 13, Brody",68-343,PL,619272.00,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019405-2011:TEXT:PL:HTML
2011,01,18,2011/S 13-019405,7,4,1,4,9,1,,NO,NO,PL,PL432,77200000;77210000;77211000;77211100;77211200;77211400;77211500;77211600;77230000;77231000;77231200;77231600;77231700;75251110;75251120;45340000;45342000;45000000,7/2011,PL030985,Usługi z zakresu gospodarki leśnej w Nadleśnictwie Lubsko w Lubsku w 2011.,"Przedmiotem zamówienia są usługi z zakresu gospodarki leśnej i inne, do wykonania w Nadleśnictwie Lubsko w Lubsku w 2011 r., polegające na: pozyskaniu drewna i innych pracach towarzyszących, zrywce drewna, hodowli i ochronie lasu, prace na szkółce leśnej, nasiennictwo, ochronie przeciwpożarowej lasów i zagospodarowania turystycznego.","Zamawiający informuje, iż przewiduje możliwość udzielenia zamówień uzupełniających, stanowiących nie więcej niż 50 % wartości zamówienia podstawowego i polegających na powtórzeniu tego samego rodzaju zamówień w okresie 3 lat od udzielenia zamówienia podstawowego.",5112017.17,PLN,"Lasy Państwowe, Nadleśnictwo Lubsko",ul. Emilii Plater 15,Lubsko,68-300,PL,Aneta Gawron,,,8,Leśnictwo Nowa Rola.,7,1,14,01,2011,"Zakład Usług Wielobranżowych s.c. A. Demczak, W. Cwudziński",,"Nabłoto 13, Brody",68-343,PL,253070.00,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019405-2011:TEXT:PL:HTML
2011,01,18,2011/S 13-019405,7,4,1,4,9,1,,NO,NO,PL,PL432,77200000;77210000;77211000;77211100;77211200;77211400;77211500;77211600;77230000;77231000;77231200;77231600;77231700;75251110;75251120;45340000;45342000;45000000,8/2011,PL030986,Usługi z zakresu gospodarki leśnej w Nadleśnictwie Lubsko w Lubsku w 2011.,"Przedmiotem zamówienia są usługi z zakresu gospodarki leśnej i inne, do wykonania w Nadleśnictwie Lubsko w Lubsku w 2011 r., polegające na: pozyskaniu drewna i innych pracach towarzyszących, zrywce drewna, hodowli i ochronie lasu, prace na szkółce leśnej, nasiennictwo, ochronie przeciwpożarowej lasów i zagospodarowania turystycznego.","Zamawiający informuje, iż przewiduje możliwość udzielenia zamówień uzupełniających, stanowiących nie więcej niż 50 % wartości zamówienia podstawowego i polegających na powtórzeniu tego samego rodzaju zamówień w okresie 3 lat od udzielenia zamówienia podstawowego.",5112017.17,PLN,"Lasy Państwowe, Nadleśnictwo Lubsko",ul. Emilii Plater 15,Lubsko,68-300,PL,Aneta Gawron,,,8,Leśnictwo Nabłoto.,8,1,14,01,2011,"Zakład Usług Wielobranżowych s.c. A. Demczak, W. Cwudziński",,"Nabłoto 13, Brody",68-343,PL,382866.00,,,,http://ted.europa.eu/udl?uri=TED:NOTICE:019405-2011:TEXT:PL:HTML
